"prod_id","prod_brand","prod_name","prod_desc","prod_cost","prod_rating","rev_count","prod_url"
44,"Apple","Apple iPhone 6 64GB (4.7-inch) 4G LTE Factory Unlocked GSM Dual-Core Smartphone - Gold","None Gold 64 GB Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display. Other Features include: Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi hotspot, Bluetooth: v4.0, A2DP, USB: v2.0, GPS: with A-GPS, GLONASS, Browser: HTML (Safari), Messaging: iMessage, SMS (threaded view), MMS, Email, Push Email, Built-in rechargeable lithium-ion Battery, Talktime: Up to 14 Hours (3G), Standby: Up to 250 Hours (3G)",789.00,4.60,1232,"http://www.amazon.com/Apple-4-7-inch-Unlocked-Dual-Core-Smartphone/dp/B00NQGP5M8"
45,"Apple","Apple iPhone 5c Factory Unlocked Cellphone, 8GB, Blue","None Blue 8 GB The iPhone 5C has the things that made iPhone 5 an amazing phone - and more. All in a complete new design. Other Features include: Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi hotspot, Bluetooth: v4.0 with A2DP, LE, USB: v2.0, GPS: with A-GPS support and GLONASS, Browser: HTML (Safari), Messaging: iMessage, SMS (threaded view), MMS, Email, Push Email, Non-removable Li-Po 1510 mAh battery, Talktime: Up to 10 h, Standby time: 250 Hours",284.38,4.20,351,"http://www.amazon.com/Apple-iPhone-5c-Unlocked-Cellphone/dp/B00L8WSNMG"
46,"Apple","Apple iPhone 5s Unlocked Cellphone, 16GB, Gold","None 16 GB Gold Product Description The iPhone 5s is purposefully imagined. Meticulously considered and precision crafted. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",539.83,4.20,2087,"http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/dp/B00F3J4E5U"
47,"Apple","Apple iPhone 4S Unlocked Cellphone, 16GB, Black","None 4s 16gb None The iPhone 4S is the follow-up to the very popular iPhone 4 and features a faster Apple A5 dual-core processor and improved 8 megapixel camera. The iPhone 4S also features Siri - a voice assistant heeding natural-language questions and commands, and taking dictation. Other features of this smartphone include a gorgeous 3.5-inch high-resolution display, full web browser, Bluetooth compatibility, music player, WiFi, and 16 GB of internal memory. The iPhone 4S also comes equipped with quadband GSM, CDMA, and WCDMA modes for international use. None None",202.99,3.80,1075,"http://www.amazon.com/Apple-iPhone-4S-Unlocked-Cellphone/dp/B006FMDVDK"
64,"Apple","Apple iPhone 5c Unlocked Cellphone, 16GB, Green","None 16 GB Green Product Description None The iPhone 5c puts all of the features of the iPhone 5 into a completely new design colorful unibody shell that feels great in your hand. It features 4G LTE data, high resolution 4-inch display, Siri voice assistant, AirPlay media streaming, 8-megapixel main camera plus 1.2MP HD front camera. This iPhone 5c is also equipped with 16 GB storage, WiFi, Bluetooth compatibility, multi-format music player, and quadband GSM and WCDMA modes for international use. None None From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",308.99,4.00,1386,"http://www.amazon.com/Apple-iPhone-5c-Unlocked-Cellphone/dp/B00F3IUN24"
48,"Apple","Apple iPhone 5 Unlocked Cellphone, 16GB, Black","None Black Product Description A slim and stylish design makes the Apple iPhone 5 smartphone lightweight and easy-to-carry around. From the Manufacturer Unlocked cell phones are compatible with GSM carriers like ATT and T-Mobile, phones will NOT work with CDMA Carriers like Sprint, Verizon, Boost or Virgin. Please contact your provider before purchasing to ensure 100% compatibility. Product Description A slim and stylish design makes the Apple iPhone 5 smartphone lightweight and easy-to-carry around. Language Support: English (U.S.), English (UK), Chinese (Simplified), Chinese (Traditional), French, German, Italian, Japanese, Korean, Spanish, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, Greek, Hebrew, Hungarian, Indonesian, Malay, Norwegian, Polish, Portuguese, Portuguese (Brazil), Romanian, Russian, Slovak, Swedish, Thai, Turkish, Ukrainian, Vietnamese",369.99,3.80,871,"http://www.amazon.com/Apple-iPhone-Unlocked-Cellphone-Black/dp/B0097CZBH4"
49,"Apple","Apple iPhone 4s 16GB Factory Unlocked GSM World Smartphone w/ Siri and iCloud - White","The iPhone 4S is equipped with a powerful Apple A5 Dual-core 1 GHz Cortex-A9 Processor and sports an 8 Megapixel Rear Camera + Front-Facing camera. And if there's anything you need, just ask your personal assistant, Siri!",223.00,4.20,17,"http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Smartphone/dp/B006Y63Z74"
50,"Apple","Apple iPhone 6s Plus 64 GB US Domestic Warranty Unlocked Cellphone - Retail Packaging (Rose Gold)","None Rose Gold 64 GB &#xE002; WITH 3D TOUCH, LIVE PHOTOS, 7000 SERIES ALUMINUM, A9 CHIP, ADVANCED CAMERAS, 5.5-INCH RETINA HD DISPLAY, AND SO MUCH MORE, YOU'LL SEE HOW WITH IPHONE 6S PLUS THE ONLY THING THAT'S CHANGED IS EVERYTHING",999.00,4.20,22,"http://www.amazon.com/Apple-Domestic-Warranty-Unlocked-Cellphone/dp/B015E8W1RC"
51,"Apple","Apple iPhone 6s 128 GB US Domestic Warranty Unlocked Cellphone - Retail Packaging (Gold)","None Gold 128 GB None None None None None None None None None None None None None None None None None None None None None",920.00,4.30,40,"http://www.amazon.com/Apple-Domestic-Warranty-Unlocked-Cellphone/dp/B015E8U7Y6"
52,"Apple","Apple iPhone 5s Unlocked Cellphone, 16GB, Space Gray","None 16 GB Space Gray Product Description iPhone 5s is purposefully imagined. Meticulously considered and precision crafted. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",494.00,4.20,2087,"http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/dp/B00F3J4B5S"
53,"Apple","Apple iPhone 6 64GB Unlocked GSM 4G LTE Cell Phone - Space Gray","None Grey 64 GB Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display.",735.00,4.60,1232,"http://www.amazon.com/Apple-iPhone-64GB-Unlocked-Phone/dp/B00NQGP5X2"
54,"Apple","Apple iPhone 4S Unlocked Cellphone, 16GB, White","None White The iPhone 4S is the follow-up to the very popular iPhone 4 and features a faster Apple A5 dual-core processor and improved 8 megapixel camera. The iPhone 4S also features Siri - a voice assistant heeding natural-language questions and commands, and taking dictation. Other features of this smartphone include a gorgeous 3.5-inch high-resolution display, full web browser, Bluetooth compatibility, music player, WiFi, and 16 GB of internal memory. The dual core A5 chip delivers even more power. The 8MP camera with all new optics also shoots 1080p HD video. And if there s anything else you need, just ask Siri",202.99,3.70,893,"http://www.amazon.com/Apple-iPhone-4S-Unlocked-Cellphone/dp/B0062ICRGE"
55,"Apple","Apple iPhone 5S Silver 16GB Unlocked GSM Smartphone (Certified Refurbished)","None Silver - 16GB iPhone 5s is purposefully imagined. Meticulously considered and precision crafted.",349.95,3.90,88,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Refurbished/dp/B00YD53YQU"
56,"Apple","Apple iPhone 4S Verizon Cellphone, 16GB, White","None White Product Description None The iPhone 4S is the follow-up to the very popular iPhone 4 and features a faster Apple A5 dual-core processor and improved 8 megapixel camera. The iPhone 4S also features Siri - a voice assistant heeding natural-language questions and commands, and taking dictation. Other features of this smartphone include a gorgeous 3.5-inch high-resolution display, full web browser, Bluetooth compatibility, music player, WiFi, and 16 GB of internal memory. The iPhone 4S also comes equipped with quadband GSM, CDMA, and WCDMA modes for international use. None None From the Manufacturer None Apple iPhone 4S - 16GB - White (Verizon) Smartphone None",-1.00,3.70,846,"http://www.amazon.com/Apple-iPhone-Verizon-Cellphone-White/dp/B0074REBX4"
57,"Apple","Apple iPhone 6 Plus 64GB Unlocked GSM 4G LTE Cell Phone - Space Gray","None Space Gray 64 GB Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display.",899.99,4.40,604,"http://www.amazon.com/Apple-iPhone-Plus-Unlocked-Phone/dp/B00NQGOODE"
58,"Apple","Apple iPhone 5c Unlocked Cellphone, 16GB, Pink","None 16 GB Pink Product Description None The iPhone 5c puts all of the features of the iPhone 5 into a completely new design colorful unibody shell that feels great in your hand. It features 4G LTE data, high resolution 4-inch display, Siri voice assistant, AirPlay media streaming, 8-megapixel main camera plus 1.2MP HD front camera. This iPhone 5c is also equipped with 16 GB storage, WiFi, Bluetooth compatibility, multi-format music player, and quadband GSM and WCDMA modes for international use. None None From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",308.99,4.00,1386,"http://www.amazon.com/Apple-iPhone-5c-Unlocked-Cellphone/dp/B00F3ISWRC"
59,"Apple","Apple iPhone 5 AT&amp;T Cellphone, 16GB, Black","None Black Product Description Brand NEW Black iphone 5 16GB (JUST LIKE IN APPLE STORE). Full set (box,headphones, charger, guide book) From the Manufacturer Apple New iPhone 16GB (Black) - AT&T;",367.89,3.80,456,"http://www.amazon.com/Apple-iPhone-Cellphone-16GB-Black/dp/B0097BWWEK"
60,"Apple","Apple iPhone 6s 64 GB US Domestic Warranty Unlocked Cellphone - Retail Packaging (Silver)","None Silver 64 GB None None None None None None None None None None None None None None None None None None None None None",870.00,4.30,40,"http://www.amazon.com/Apple-Domestic-Warranty-Unlocked-Cellphone/dp/B015E8TSRI"
61,"Apple","Apple iPhone 6s 16 GB US Domestic Warranty Unlocked Cellphone - Retail Packaging (Gold)","None Gold 16 GB With 3D Touch, Live Photos, 7000 series aluminum, A9 chip, advanced cameras, 4.7-inch Retina HD display, and so much more, you'll see how with iPhone 6s the only thing that's changed is everything.",738.65,4.30,40,"http://www.amazon.com/Apple-Domestic-Warranty-Unlocked-Cellphone/dp/B015E8TYHW"
62,"Apple","Apple iPhone 6s 16 GB US Domestic Warranty Unlocked Cellphone - Retail Packaging (Space Gray)","None Space Gray 16 GB None None None None None None None None None None None None None None None None None None None None None",763.88,4.30,40,"http://www.amazon.com/Apple-Domestic-Warranty-Unlocked-Cellphone/dp/B015E8UBXS"
63,"Apple","Apple iPhone 5s Verizon Wireless, 16GB, Space Gray","None 16 GB grey Product Description The iPhone 5s is purposefully imagined. Meticulously considered and precision crafted. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",465.55,4.30,276,"http://www.amazon.com/Apple-iPhone-5s-Verizon-Wireless/dp/B00F3IY76M"
65,"Apple","Apple iPhone 6 128GB (4.7-inch) 4G LTE Factory Unlocked GSM Dual-Core Smartphone - Gold","None Gold 128 GB This Brand New Apple iphone 6 128GB Gold Factory Unlocked GSM phone comes in Original Apple box with all Original accessories in the box.",875.00,4.60,1232,"http://www.amazon.com/Apple-4-7-inch-Unlocked-Dual-Core-Smartphone/dp/B00NQGP6I6"
66,"Apple","Apple iPhone 5s Unlocked Cellphone, 64GB, Gold","None 64 GB Gold Product Description iPhone 5s is purposefully imagined. Meticulously considered and precision crafted. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",567.00,4.20,2087,"http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/dp/B00F3J4ZA4"
67,"Apple","Apple iPhone 4S 16GB (White) - AT&amp;T","None White Product Description None The iPhone 4S is the follow-up to the very popular iPhone 4 and features a faster Apple A5 dual-core processor and improved 8 megapixel camera. The iPhone 4S also features Siri - a voice assistant heeding natural-language questions and commands, and taking dictation. Other features of this smartphone include a gorgeous 3.5-inch high-resolution display, full web browser, Bluetooth compatibility, music player, WiFi, and 16 GB of internal memory. The iPhone 4S also comes equipped with quadband GSM, CDMA, and WCDMA modes for international use. None None From the Manufacturer Apple iPhone 4 16GB (White) - AT&T;",220.00,3.80,762,"http://www.amazon.com/Apple-iPhone-4S-16GB-White/dp/B005SSB0YO"
68,"Apple","Apple iPhone 4S AT&amp;T Cellphone, 16GB, Black","None Black Product Description None The iPhone 4S is the follow-up to the very popular iPhone 4 and features a faster Apple A5 dual-core processor and improved 8 megapixel camera. The iPhone 4S also features Siri - a voice assistant heeding natural-language questions and commands, and taking dictation. Other features of this smartphone include a gorgeous 3.5-inch high-resolution display, full web browser, Bluetooth compatibility, music player, WiFi, and 16 GB of internal memory. The iPhone 4S also comes equipped with quadband GSM, CDMA, and WCDMA modes for international use. None None From the Manufacturer Apple iPhone 4 16GB (Black) - AT&T;",223.59,3.80,762,"http://www.amazon.com/Apple-iPhone-Cellphone-16GB-Black/dp/B005SSAXSI"
69,"Apple","Apple iPhone 6 Plus 128GB 4G LTE Factory Unlocked GSM Smartphone - Space Gray","None Space Gray 128 GB Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display.",880.00,4.40,604,"http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Smartphone/dp/B00NQHNQWI"
70,"Apple","Apple iPhone 5S 16GB Factory Unlocked GSM Cell Phone - Gray","None Yellow iPhone 5s is purposefully imagined. Meticulously considered and precision crafted.",423.99,4.40,29,"http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/dp/B00I2OOY26"
71,"Apple","Apple iPhone 5 Unlocked Cellphone, 32GB, Black","None Black Product Description Body Dimensions 123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in) Weight 112 g (3.95 oz) SIM Nano-SIM Display Type LED-backlit IPS LCD, capacitive touchscreen, 16M colors Size 4.0 inches (~60.8% screen-to-body ratio) Resolution 640 x 1136 pixels (~326 ppi pixel density) Multitouch Yes Protection Corning Gorilla Glass, oleophobic coating Platform OS iOS 6, upgradable to iOS 7.1.2, upgradable to iOS 8.2 Chipset Apple A6 CPU Dual-core 1.3 GHz Swift (ARM v7-based) GPU PowerVR SGX 543MP3 (triple-core graphics) Memory Card slot No Internal 16/32/64 GB, 1 GB RAM DDR2 Camera Primary 8 MP, 3264 x 2448 pixels, autofocus, LED flash, check quality Features 1/3.2'' sensor size, 1.4 µm pixel size, simultaneous HD video and image recording, touch focus, geo-tagging, face detection, panorama, HDR photo Video 1080p@30fps, check quality Secondary 1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular Sound Alert types Vibration, proprietary ringtones Loudspeaker Yes 3.5mm jack Yes Comms WLAN Wi-Fi 802.11 a/b/g/n, dual-band, hotspot Bluetooth v4.0, A2DP, LE GPS Yes, with A-GPS, GLONASS Radio No USB v2.0, reversible connector Features Sensors Accelerometer, gyro, proximity, compass Messaging iMessage, SMS (threaded view), MMS, Email, Push Email Browser HTML5 (Safari) Java No - Active noise cancellation with dedicated mic - AirDrop file sharing - Siri natural language commands and dictation - iCloud cloud service - TV-out - Maps - Audio/video player/editor - Organizer - Document viewer/editor - Photo viewer/editor - Voice memo/dial/command - Predictive text input From the Manufacturer Unlocked cell phones are compatible with GSM carriers like ATT and T-Mobile, phones will NOT work with CDMA Carriers like Sprint, Verizon, Boost or Virgin. Please contact your provider before purchasing to ensure 100% compatibility. Product Description A slim and stylish design makes the Apple iPhone 5 smartphone lightweight and easy-to-carry around. Language Support: English (U.S.), English (UK), Chinese (Simplified), Chinese (Traditional), French, German, Italian, Japanese, Korean, Spanish, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, Greek, Hebrew, Hungarian, Indonesian, Malay, Norwegian, Polish, Portuguese, Portuguese (Brazil), Romanian, Russian, Slovak, Swedish, Thai, Turkish, Ukrainian, Vietnamese",414.95,3.80,613,"http://www.amazon.com/Apple-iPhone-Unlocked-Cellphone-Black/dp/B0097CZF5C"
72,"Apple","Apple iPhone 6 64GB (4.7-inch) 4G LTE Factory Unlocked GSM Dual-Core Smartphone - Silver","None Silver 64 GB Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display. Other Features include: Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi hotspot, Bluetooth: v4.0, A2DP, USB: v2.0, GPS: with A-GPS, GLONASS, Browser: HTML (Safari), Messaging: iMessage, SMS (threaded view), MMS, Email, Push Email, Built-in rechargeable lithium-ion Battery, Talktime: Up to 14 Hours (3G), Standby: Up to 250 Hours (3G)",755.00,4.60,1232,"http://www.amazon.com/Apple-4-7-inch-Unlocked-Dual-Core-Smartphone/dp/B00NQGP4EW"
73,"Apple","Apple iPhone 6 Plus Unlocked Cellphone, 16GB, Space Gray","None Space Gray 16 GB Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display. Other Features include: Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi hotspot, Bluetooth: v4.0, A2DP, USB: v2.0, GPS: with A-GPS, GLONASS, Browser: HTML (Safari), Messaging: iMessage, SMS (threaded view), MMS, Email, Push Email, Built-in rechargeable lithium-ion Battery, Talktime: Up to 24 Hours (3G), Standby: Up to 384 Hours (3G)",724.95,4.40,604,"http://www.amazon.com/Apple-iPhone-Unlocked-Cellphone-Space/dp/B00O4WUMJY"
